LandContour,GarageYrBlt,FullBath,1stFlrSF,BsmtFinSF1,TotRmsAbvGrd,ExterQual,OpenPorchSF,Heating,Condition2,OverallQual,GarageCars,KitchenQual,KitchenAbvGr,GrLivArea,2ndFlrSF,CentralAir,BsmtQual,TotalBsmtSF,Fireplaces,SalePrice
Low,1954.0,1,1663,1116,6,TA,137,GasA,Norm,4,2,Gd,1,1663,0,Y,Gd,1364,2,256000
Lvl,1925.0,1,833,0,7,TA,63,GasA,Norm,8,1,Gd,1,1666,833,Y,TA,588,1,161000
Bnk,1950.0,1,979,185,5,TA,0,GasA,Norm,5,1,Gd,1,1203,224,Y,TA,709,1,110000
Lvl,2009.0,2,832,544,8,Gd,150,GasA,Norm,8,2,TA,1,1935,1103,Y,Gd,832,0,263435
Lvl,1971.0,1,575,350,6,Gd,0,GasA,Norm,7,2,Gd,1,1135,560,Y,Gd,560,0,155000
Lvl,1965.0,1,864,553,5,TA,0,GasA,Norm,5,1,TA,1,864,0,Y,TA,864,1,62383
HLS,1939.0,1,849,326,6,TA,0,GasA,Norm,6,1,TA,1,1660,811,Y,TA,715,1,188700
HLS,,2,1040,616,5,TA,0,GasA,Norm,5,0,TA,1,1040,0,Y,Gd,1040,0,124000
Lvl,2004.0,2,1414,0,6,Gd,20,GasA,Norm,7,2,Gd,1,1414,0,Y,Gd,1375,1,178740
Lvl,1970.0,1,1277,778,5,TA,0,GasA,Norm,7,2,TA,1,1277,0,Y,TA,1277,1,167000
Lvl,1942.0,1,888,386,7,TA,0,GasA,Norm,5,1,Gd,1,1644,756,Y,TA,728,2,146500
Lvl,2006.0,2,1634,0,7,Gd,44,GasA,Norm,8,3,Gd,1,1634,0,Y,Gd,1626,1,250000
Lvl,1993.0,2,832,426,7,Gd,70,GasA,Norm,6,2,Gd,1,1710,878,Y,Gd,832,0,187000
Lvl,1985.0,1,1502,368,4,Gd,54,GasA,Norm,8,2,Gd,1,1502,0,Y,Gd,1488,0,212000
Lvl,1977.0,2,1161,0,8,TA,0,GasA,Norm,7,2,TA,1,1969,808,Y,Gd,808,1,190000
Lvl,2005.0,1,1072,459,5,TA,28,GasA,Norm,6,2,TA,1,1072,0,Y,Gd,547,0,148000
Lvl,2006.0,2,1976,1350,7,Gd,63,GasA,Norm,8,3,Gd,1,1976,0,Y,Ex,1976,1,440000
Lvl,2000.0,2,1652,1196,6,Gd,48,GasA,Norm,8,2,Ex,1,1652,0,Y,Gd,1494,0,251000
Lvl,1996.0,1,970,630,5,TA,24,GasA,Norm,5,2,TA,1,970,0,Y,TA,970,0,132500
Lvl,1997.0,2,1493,994,7,TA,39,GasA,Norm,6,2,Gd,1,1493,0,Y,Gd,1478,1,208900
Lvl,2006.0,2,2069,0,9,Ex,84,GasA,Norm,9,3,Ex,1,2643,574,Y,Gd,2153,1,380000
Lvl,2007.0,2,1718,1288,7,Gd,44,GasA,Norm,8,3,Gd,1,1718,0,Y,Ex,1705,1,297000
Bnk,1995.0,1,1131,168,7,TA,72,GasA,Norm,4,2,TA,1,1131,0,Y,Fa,907,0,89471
Lvl,2004.0,2,1850,1261,8,Gd,112,GasA,Norm,9,3,Gd,1,1850,0,Y,Ex,1833,1,326000
HLS,2003.0,2,1792,1567,6,Gd,49,GasA,Norm,9,3,Ex,1,1792,0,Y,Ex,1792,1,374000
Lvl,1915.0,1,916,299,7,Gd,0,GasA,Norm,7,1,Ex,1,1826,910,Y,TA,910,1,155000
Lvl,1998.0,2,1216,897,5,TA,125,GasA,Norm,6,2,TA,1,1216,0,Y,Ex,1216,0,164000
Lvl,1963.0,1,999,588,6,TA,132,GasA,Norm,5,1,Gd,1,999,0,Y,TA,999,0,132500
Lvl,1950.0,1,1113,607,5,Gd,80,GasA,Norm,5,1,Gd,1,1113,0,Y,TA,1113,1,147000
Lvl,1965.0,1,1073,836,6,TA,0,GasA,Norm,5,2,TA,1,1073,0,Y,TA,1073,0,156000
Lvl,1971.0,2,1484,998,7,TA,0,GasA,Norm,5,2,TA,1,1484,0,Y,Gd,1484,1,175000
Lvl,1970.0,2,1766,664,10,TA,0,GasA,Norm,5,2,TA,2,2414,648,N,TA,954,1,160000
Lvl,1970.0,1,630,515,3,TA,0,GasA,Norm,4,1,Gd,1,630,0,Y,Gd,630,0,86000
Lvl,1976.0,1,616,0,4,TA,24,GasA,Norm,5,1,TA,1,1304,688,Y,Gd,264,1,115000
Lvl,1941.0,1,958,403,5,TA,0,GasA,Norm,6,1,Fa,1,1578,620,Y,TA,806,2,133000
Lvl,2006.0,2,728,0,8,Gd,0,GasA,Norm,6,2,TA,1,1456,728,Y,Gd,728,0,172785
Lvl,1964.0,1,1269,374,6,TA,0,GasA,Norm,5,1,TA,1,1269,0,Y,TA,1269,1,155000
Lvl,1938.0,1,886,0,4,TA,20,GasA,Norm,5,1,TA,1,886,0,Y,Fa,190,0,91300
Lvl,,1,720,495,4,TA,523,GasA,Norm,4,0,TA,1,720,0,N,TA,720,0,34900
Lvl,1992.0,3,3228,1231,10,Gd,75,GasA,Norm,8,2,Gd,1,3228,0,Y,Gd,3200,1,430000
Lvl,1925.0,2,1133,329,8,TA,100,GasA,Norm,7,1,TA,1,1820,687,Y,TA,1026,0,184000
Lvl,1967.0,1,899,450,5,TA,0,GasA,Norm,5,1,Gd,1,899,0,Y,TA,864,0,130000
Lvl,1958.0,1,912,111,5,TA,285,GasA,Norm,5,1,TA,1,912,0,Y,TA,912,0,120000
Lvl,1973.0,1,672,356,7,TA,28,GasA,Norm,6,1,TA,1,1218,546,Y,TA,672,0,113000
Lvl,2005.0,2,866,400,7,Gd,108,GasA,Norm,7,2,Gd,1,1768,902,Y,Gd,866,0,226700
Lvl,1965.0,1,1214,698,6,TA,0,GasA,Norm,5,2,TA,1,1214,0,Y,TA,1214,0,140000
Lvl,1959.0,2,1801,1247,6,TA,54,GasA,Norm,7,2,TA,1,1801,0,Y,TA,1501,2,289000
Lvl,1974.0,2,855,257,6,TA,0,GasA,Norm,6,2,TA,1,1322,467,Y,TA,855,1,147000
Lvl,1952.0,2,960,0,10,TA,0,GasA,Norm,5,2,TA,2,1960,1000,Y,TA,960,0,124500
Lvl,1993.0,2,1065,380,8,Gd,81,GasA,Norm,8,2,Gd,1,1911,846,Y,Gd,777,1,215000
Lvl,2009.0,2,1218,27,4,Gd,102,GasA,Norm,6,2,Gd,1,1218,0,Y,Gd,1218,0,208300
Lvl,1928.0,2,689,141,7,TA,0,GasA,Norm,7,2,Gd,1,1378,689,Y,TA,689,1,161000
Lvl,1959.0,1,1041,991,6,TA,88,GasA,Norm,5,1,TA,1,1041,0,Y,TA,1041,0,124500
Lvl,1951.0,1,1363,650,6,Gd,42,GasA,Norm,5,1,TA,1,1363,0,Y,TA,1008,2,164900
Lvl,2005.0,2,1368,0,6,Gd,35,GasA,Norm,7,2,Gd,1,1368,0,Y,Gd,1368,1,202665
Lvl,1964.0,1,864,521,5,TA,0,GasA,Norm,5,2,TA,1,864,0,Y,TA,864,0,129900
Bnk,1983.0,1,1080,336,5,TA,0,GasA,Norm,6,2,TA,1,1080,0,Y,TA,1084,0,134000
Lvl,1926.0,1,789,0,5,TA,0,Grav,Norm,5,1,TA,1,789,0,N,TA,768,0,96500
Lvl,2009.0,2,2020,1436,9,Ex,54,GasA,Norm,10,3,Ex,1,2020,0,Y,Ex,2006,1,402861
Lvl,1972.0,2,1378,0,7,TA,104,GasA,Norm,6,2,TA,1,2119,741,Y,TA,689,1,158000
Lvl,1996.0,2,1277,0,7,Gd,0,GasA,Norm,7,3,Gd,1,2344,1067,Y,Gd,1264,1,265000
Lvl,1998.0,2,882,706,7,TA,36,GasA,Norm,6,2,TA,1,1796,914,Y,Gd,794,0,211000
Lvl,1926.0,1,1276,0,9,Gd,0,GasA,Norm,7,1,Gd,1,2080,804,Y,Gd,1276,2,234000
Lvl,,2,694,0,7,TA,114,GasA,Norm,4,0,TA,2,1294,600,N,,0,0,106250
Lvl,1957.0,1,1244,777,6,TA,40,GasA,Norm,6,1,TA,1,1244,0,Y,TA,1244,2,150000
Lvl,1950.0,2,1004,399,7,TA,24,GasA,Norm,6,2,TA,1,1664,660,Y,TA,1004,2,159000
Bnk,2007.0,3,3138,2260,11,Ex,406,GasA,PosN,10,3,Ex,1,4676,1538,Y,Ex,3138,1,184750
Lvl,1996.0,2,1383,719,8,Gd,60,GasA,Norm,7,3,Gd,1,2398,1015,Y,Gd,1379,1,315750
Lvl,2005.0,2,1266,0,6,Gd,144,GasA,Norm,7,2,Gd,1,1266,0,Y,Gd,1257,1,176000
Lvl,1956.0,1,928,377,4,TA,0,GasA,Norm,5,1,TA,1,928,0,Y,Gd,928,0,132000
Lvl,2008.0,2,1476,1330,11,Ex,66,GasA,Norm,9,3,Ex,1,2713,1237,Y,Ex,1452,1,446261
Lvl,,1,605,348,5,TA,0,GasA,Norm,4,0,TA,1,605,0,Y,TA,528,0,86000
Lvl,1975.0,3,2515,1219,9,Gd,0,GasA,Norm,6,2,TA,2,2515,0,Y,TA,2035,2,200624
Lvl,1988.0,2,1509,783,5,Gd,0,GasA,Norm,6,2,Gd,1,1509,0,Y,Gd,1461,1,175000
Lvl,1920.0,2,751,0,6,TA,0,GasA,Feedr,6,2,TA,1,1362,611,Y,Fa,611,0,128000
Lvl,1967.0,1,827,0,5,TA,0,GasA,Norm,5,1,TA,1,827,0,Y,,0,1,107500
Low,,1,334,0,2,Fa,0,GasA,Norm,1,0,Fa,1,334,0,N,,0,0,39300
Lvl,2004.0,2,707,0,6,Gd,35,GasA,Norm,8,2,Gd,1,1414,707,Y,Ex,707,1,178000
Lvl,,1,820,969,5,TA,0,GasA,Norm,5,0,TA,1,1347,527,Y,Gd,1117,0,107500
Lvl,1998.0,2,880,0,8,TA,155,GasA,Norm,7,2,Gd,1,1724,844,Y,Gd,880,0,188000
Lvl,1980.0,1,864,600,5,TA,0,GasA,Norm,4,2,TA,1,864,0,Y,TA,864,0,111250
Lvl,1968.0,1,1159,673,7,TA,0,GasA,Norm,5,1,TA,1,1159,0,Y,TA,1051,1,158000
Lvl,2001.0,2,1601,1358,6,Gd,0,GasA,Norm,8,2,Gd,1,1601,0,Y,Gd,1581,1,272000
Lvl,2006.0,2,1838,1260,8,Ex,68,GasA,Norm,9,3,Ex,1,1838,0,Y,Ex,1838,1,315000
Lvl,2000.0,2,997,0,8,Gd,56,GasA,Norm,8,3,Gd,1,2285,1288,Y,Gd,969,1,248000
Lvl,1998.0,2,1680,144,7,Gd,73,GasA,Norm,7,2,Gd,1,1680,0,Y,Ex,1650,1,213250
Lvl,1998.0,1,767,584,4,TA,40,GasA,Norm,7,1,TA,1,767,0,Y,Gd,723,0,133000
Lvl,2006.0,2,664,554,7,Gd,24,GasA,Norm,7,2,Gd,1,1496,832,Y,Gd,654,1,179665
Lvl,1988.0,2,1377,1002,9,Gd,0,GasA,Norm,7,3,Gd,1,2183,806,Y,Gd,1204,0,229000
Bnk,1950.0,1,915,300,6,TA,38,GasA,Norm,6,2,TA,1,1635,720,Y,Gd,1065,1,210000
Lvl,1987.0,1,768,619,5,TA,0,GasA,Norm,5,2,TA,1,768,0,Y,Gd,768,0,129500
HLS,1963.0,1,825,180,4,TA,50,GasA,RRNn,5,2,TA,1,825,0,Y,TA,825,0,125000
Lvl,2003.0,2,912,0,8,Gd,182,GasA,Norm,7,2,Gd,1,2094,1182,Y,Gd,912,1,263000
Lvl,1977.0,2,1069,559,4,TA,55,GasA,Norm,6,2,TA,1,1069,0,Y,Gd,1069,0,140000
Lvl,1957.0,1,928,308,5,TA,0,GasA,Norm,5,1,TA,1,928,0,Y,TA,928,0,112500
Lvl,2006.0,2,1717,0,7,Gd,39,GasA,Norm,8,3,Gd,1,1717,0,Y,Ex,1709,1,255500
Lvl,2002.0,2,1126,0,5,TA,96,GasA,Norm,4,2,Gd,1,1126,0,Y,,0,0,108000
Lvl,2003.0,2,1006,866,8,Gd,62,GasA,Norm,7,3,Gd,1,2046,1040,Y,Gd,998,1,284000
Lvl,1922.0,1,1048,0,5,TA,0,GasA,Norm,5,1,TA,1,1048,0,Y,TA,993,1,113000
Lvl,1957.0,1,1092,895,6,TA,0,GasA,Norm,5,1,TA,1,1092,0,Y,TA,1092,1,141000
Low,1994.0,1,897,637,7,TA,47,GasA,Norm,4,1,TA,1,1336,439,Y,TA,637,0,108000
HLS,1996.0,2,729,604,6,TA,22,GasA,Norm,7,2,TA,1,1446,717,Y,Gd,729,1,175000
Lvl,2003.0,2,1557,0,7,Gd,20,GasA,Norm,7,2,Gd,1,1557,0,Y,Gd,1374,1,234000
Lvl,1957.0,1,1392,1302,5,TA,0,GasA,Norm,5,2,TA,1,1392,0,Y,Gd,1392,1,121500
Lvl,1975.0,1,1389,1071,6,TA,38,GasA,Norm,5,2,TA,1,1389,0,Y,Gd,1389,1,170000
Lvl,,1,996,290,6,TA,0,GasA,Norm,5,0,TA,1,996,0,Y,TA,996,1,108000
Lvl,1955.0,2,1163,0,8,TA,36,GasA,Norm,6,2,TA,1,1674,511,Y,Gd,1163,1,185000
Lvl,1992.0,2,1166,728,9,Gd,40,GasA,Norm,7,2,Gd,1,2295,1129,Y,Gd,1095,1,268000
Bnk,1920.0,1,841,0,6,TA,66,GasA,Norm,6,1,Fa,1,1647,806,N,Gd,806,0,128000
Lvl,2005.0,2,1134,0,11,Gd,39,GasA,Norm,9,3,Ex,1,2504,1370,Y,Gd,1122,1,325000
Lvl,2004.0,2,1535,2,7,Gd,0,GasA,Norm,7,2,Gd,1,1535,0,Y,Gd,1517,0,214000
Low,1983.0,1,1496,1441,5,Gd,40,GasA,Norm,8,2,Gd,1,2132,636,Y,Gd,1496,1,316600
Lvl,1979.0,1,943,943,4,TA,0,GasA,Norm,5,2,TA,1,943,0,Y,Gd,943,2,135960
Lvl,1987.0,2,1728,231,10,TA,0,GasA,Norm,5,2,TA,2,1728,0,Y,TA,1728,0,142600
Lvl,1959.0,1,864,414,4,TA,0,GasA,Norm,6,1,Gd,1,864,0,Y,TA,864,0,120000
HLS,2009.0,2,846,0,6,TA,114,GasA,Norm,7,2,Gd,1,1692,846,Y,Ex,846,0,224500
Lvl,2000.0,2,774,0,8,TA,0,GasA,Norm,7,2,TA,1,1430,656,Y,Gd,384,1,170000
Lvl,1971.0,1,576,349,5,TA,0,GasA,Norm,5,1,TA,1,1109,533,Y,TA,372,0,139000
Lvl,1947.0,1,832,442,6,TA,0,GasA,Norm,5,1,TA,1,1216,384,Y,TA,832,0,118500
Lvl,1928.0,2,877,0,6,TA,50,GasA,Norm,7,1,TA,1,1477,600,Y,TA,861,1,145000
Lvl,1966.0,1,1320,328,6,TA,68,GasA,Norm,5,2,TA,1,1320,0,Y,TA,1164,2,164500
Lvl,2007.0,2,703,0,5,Gd,102,GasA,Norm,7,2,Gd,1,1392,689,Y,Gd,689,0,146000
Lvl,1954.0,2,1050,0,7,TA,0,GasA,Norm,5,1,TA,1,1795,745,N,TA,1050,0,131500
Lvl,1960.0,1,1429,594,7,TA,110,GasA,Norm,6,2,Gd,1,1429,0,Y,TA,1144,2,181900
Lvl,2009.0,2,2042,0,8,Ex,90,GasA,Norm,8,3,Ex,1,2042,0,Y,Ex,2042,1,253293
Lvl,,1,816,816,5,TA,32,GasA,Norm,6,0,TA,1,816,0,Y,Gd,816,0,118500
Lvl,1988.0,3,1521,0,9,Ex,502,GasA,PosA,10,2,Gd,1,2775,1254,Y,TA,1237,1,325000
Lvl,1935.0,1,989,0,6,TA,0,GasA,Norm,4,1,Gd,1,1573,584,Y,TA,884,0,133000
Lvl,2005.0,2,2028,1460,7,Gd,66,GasA,Norm,8,3,Gd,1,2028,0,Y,Ex,1868,2,369900
Lvl,1961.0,1,838,210,5,TA,0,GasA,Norm,6,1,Fa,1,838,0,Y,TA,816,0,130000
Lvl,1996.0,1,860,672,4,TA,0,GasA,Norm,5,2,TA,1,860,0,Y,TA,840,0,137000
Low,1968.0,1,1473,1324,5,TA,48,GasA,Norm,5,1,Ex,1,1473,0,Y,TA,1437,2,143000
Lvl,1988.0,1,779,0,4,TA,0,GasA,Feedr,5,1,TA,1,935,0,Y,TA,742,0,79500
Lvl,2004.0,2,770,490,6,Gd,45,GasA,Norm,7,2,Gd,1,1582,812,Y,Gd,770,0,185900
Lvl,2008.0,2,1728,1338,10,Ex,274,GasA,Norm,10,3,Ex,1,2296,568,Y,Ex,1722,1,451950
Lvl,1985.0,1,816,816,4,TA,0,GasA,Norm,5,2,TA,1,816,0,Y,TA,816,0,138000
Lvl,2003.0,1,848,685,4,Gd,0,GasA,Norm,6,2,Gd,1,848,0,Y,Gd,848,0,140000
Lvl,1981.0,1,924,0,5,TA,0,GasA,Norm,5,1,TA,1,924,0,Y,Gd,924,0,110000
Lvl,2005.0,2,1826,1422,7,Gd,75,GasA,Norm,8,3,Gd,1,1826,0,Y,Gd,1814,1,319000
Lvl,1930.0,1,684,0,7,TA,158,GasA,Norm,6,1,TA,1,1368,684,N,TA,684,0,114504
Lvl,2006.0,0,1402,0,7,Gd,16,GasA,Norm,7,3,Gd,1,1402,0,Y,Ex,1258,1,194201
Bnk,1977.0,2,1647,1283,7,TA,0,GasA,Norm,5,2,Gd,1,1647,0,Y,Gd,1430,1,217500
Lvl,1980.0,2,716,81,6,TA,0,GasA,Norm,6,2,TA,1,1556,840,Y,Gd,716,1,151000
Lvl,2003.0,2,1058,546,8,Gd,60,GasA,Norm,8,2,Ex,1,1904,846,Y,Gd,1058,1,275000
Bnk,1979.0,1,780,0,6,TA,162,GasA,Norm,6,1,Gd,1,1375,595,Y,TA,780,1,141000
Lvl,1992.0,2,927,789,8,Gd,150,GasA,Norm,8,2,Gd,1,1915,988,Y,Gd,908,1,220000
Lvl,2004.0,2,600,0,4,Gd,172,GasA,Norm,7,2,Gd,1,1200,600,Y,Gd,600,0,151000
Lvl,2002.0,2,1494,922,6,Gd,36,GasA,Norm,7,2,Gd,1,1494,0,Y,Gd,1494,1,221000
Lvl,1965.0,2,1186,454,7,TA,42,GasA,Norm,7,2,TA,1,1986,800,Y,TA,768,3,205000
Low,2000.0,1,1040,732,6,TA,0,GasA,Norm,5,2,Gd,1,1040,0,Y,Gd,1040,0,152000
Bnk,1948.0,3,1112,603,8,TA,0,GasA,Norm,5,1,Ex,1,2008,896,Y,TA,896,0,225000
HLS,1934.0,2,1940,428,10,TA,0,GasA,Norm,8,2,TA,1,3194,1254,Y,Gd,965,2,359100
Lvl,1961.0,1,1029,903,5,TA,0,GasA,Norm,4,1,TA,1,1029,0,Y,TA,1029,0,118500
Lvl,2000.0,2,1476,904,8,Gd,142,GasA,Norm,9,3,Ex,1,2153,677,Y,Ex,1440,2,313000
Lvl,1978.0,2,1032,605,6,TA,0,GasA,Norm,6,2,TA,1,1032,0,Y,Gd,1032,1,148000
Lvl,2001.0,2,1299,990,7,Gd,122,GasA,Norm,8,2,Ex,1,1872,573,Y,Gd,1299,1,261500
Lvl,,1,1120,206,6,TA,30,GasA,Norm,5,0,TA,1,1120,0,Y,Gd,1120,0,147000
Lvl,,1,630,150,3,TA,24,GasA,Norm,4,0,TA,1,630,0,Y,Gd,630,0,75500
Lvl,1963.0,1,1054,763,6,TA,0,GasA,Norm,6,2,Gd,1,1054,0,Y,TA,936,0,137500
Lvl,2002.0,2,807,457,7,Gd,75,GasA,Norm,6,2,Gd,1,1509,702,Y,Gd,783,1,183200
HLS,1962.0,1,832,0,4,TA,0,GasA,Norm,6,2,Gd,1,832,0,Y,TA,832,0,105500
Lvl,2007.0,2,1828,48,9,Ex,108,GasA,Norm,9,3,Gd,1,1828,0,Y,Ex,1822,1,314813
Lvl,2003.0,2,1482,871,10,Gd,0,GasA,Norm,8,3,Gd,1,2262,780,Y,Gd,1482,2,305000
Lvl,,1,864,41,5,TA,0,GasA,Norm,3,0,TA,1,864,0,N,TA,864,0,67000
Lvl,1974.0,2,1548,956,9,TA,243,GasA,Norm,6,2,TA,1,2614,1066,Y,TA,1522,1,240000
Lvl,1986.0,1,980,560,6,TA,0,GasA,Norm,5,2,TA,1,980,0,Y,TA,980,0,135000
Lvl,2000.0,2,756,420,4,Gd,32,GasA,Norm,6,2,Gd,1,1512,756,Y,Gd,756,1,168500
Lvl,1972.0,1,1012,247,8,TA,0,GasA,Norm,6,2,TA,1,1790,778,Y,TA,732,1,165150
Lvl,1962.0,1,1116,0,5,TA,0,GasA,Norm,6,2,TA,1,1116,0,Y,TA,1116,0,160000
Lvl,1960.0,1,1422,0,6,TA,0,GasA,Norm,5,1,TA,1,1422,0,Y,TA,978,1,139900
Lvl,1955.0,1,1520,674,7,TA,0,GasA,Norm,6,1,TA,1,1520,0,Y,TA,1156,2,153000
HLS,1969.0,1,1040,650,9,TA,0,GasA,Norm,5,2,Fa,1,2080,1040,Y,Gd,1040,2,135000
Lvl,1964.0,1,1350,624,6,TA,0,GasA,Norm,6,2,TA,1,1350,0,Y,TA,1248,0,168500
Lvl,1937.0,1,1089,0,8,TA,0,GasA,Norm,5,1,Ex,1,1750,661,Y,Fa,636,0,124000
Lvl,2006.0,2,1554,24,6,Gd,73,GasA,Norm,8,2,Gd,1,1554,0,Y,Gd,1554,1,209500
Lvl,1977.0,2,1411,822,6,TA,0,GasA,Norm,7,2,TA,1,1411,0,Y,TA,1386,1,82500
Lvl,1954.0,1,1056,480,6,TA,0,GasA,Norm,5,1,TA,1,1056,0,Y,TA,1056,0,139400
Lvl,1980.0,0,1056,1056,4,TA,56,GasA,Norm,6,2,TA,2,1056,0,Y,TA,1056,0,144000
Bnk,,2,1440,256,14,Fa,110,GasA,Norm,6,0,Fa,2,3395,1440,Y,TA,1440,0,200000
Lvl,,1,800,0,4,Fa,0,Grav,Norm,2,0,Fa,1,800,0,N,TA,264,1,60000
Lvl,1954.0,2,811,0,7,TA,0,GasA,Norm,5,1,Gd,2,1387,576,Y,TA,811,0,93000
Lvl,,1,796,0,4,TA,0,GasA,Norm,5,0,TA,1,796,0,Y,Fa,796,0,85000
Lvl,2006.0,2,1567,1154,7,Gd,0,GasA,Norm,8,3,Ex,1,1567,0,Y,Gd,1520,1,264561
Lvl,2003.0,1,1518,1218,6,Ex,140,GasA,Norm,8,2,Ex,1,1518,0,Y,Ex,1518,1,274000
Lvl,2001.0,2,1057,738,7,Gd,235,GasA,Norm,7,2,Gd,1,1929,872,Y,Gd,1057,1,226000
Lvl,1972.0,2,2000,1410,9,Gd,111,GasA,Norm,8,2,Ex,1,2704,704,Y,Gd,1952,3,345000
Lvl,1969.0,2,780,493,7,TA,0,GasA,Norm,5,2,TA,1,1620,840,Y,TA,780,0,152000
Lvl,2009.0,2,1766,1121,7,Ex,130,GasA,Norm,9,3,Ex,1,1766,0,Y,Ex,1766,1,370878
Lvl,1979.0,1,981,282,5,TA,312,GasA,Norm,6,2,TA,1,981,0,Y,TA,981,0,143250
Lvl,1950.0,1,1048,0,7,TA,27,GasA,Norm,5,2,TA,1,1048,0,Y,,0,0,98300
Lvl,1953.0,1,1094,500,5,TA,0,GasA,Norm,6,2,TA,1,1094,0,Y,TA,1094,2,155000
Lvl,1966.0,1,1051,0,7,TA,124,GasA,Norm,6,2,TA,1,1839,788,Y,TA,756,1,155000
Lvl,,1,630,131,3,TA,0,GasA,Norm,4,0,TA,1,630,0,Y,Gd,630,0,84500
Lvl,2007.0,2,822,0,7,Gd,0,GasA,Norm,7,2,Gd,1,1665,843,Y,Gd,813,0,205950
Lvl,1940.0,1,755,0,7,TA,0,GasA,Norm,4,1,TA,1,1510,755,Y,TA,755,1,108000
Lvl,1996.0,2,909,0,7,Gd,120,GasA,Norm,7,2,Gd,1,1716,807,Y,Gd,880,1,191000
Lvl,1906.0,1,756,0,7,TA,0,GasA,Norm,6,1,TA,1,1469,713,Y,TA,756,0,135000
Lvl,1995.0,2,2113,1696,7,Gd,46,GasA,Norm,8,3,Gd,1,2113,0,Y,Gd,2109,1,350000
Lvl,1971.0,1,525,0,6,TA,0,GasA,Norm,6,1,TA,1,1092,567,Y,TA,525,0,88000
Lvl,1959.0,1,1053,806,5,Gd,0,GasA,Norm,5,1,Gd,1,1053,0,Y,TA,1053,0,145500
HLS,1931.0,1,851,0,6,TA,0,GasA,Norm,7,1,TA,1,1502,651,Y,Gd,776,1,149000
Lvl,1948.0,1,912,0,6,TA,0,GasA,Norm,6,1,TA,1,1458,546,Y,TA,912,1,97500
Lvl,1968.0,1,1486,637,7,TA,0,GasA,Norm,5,2,TA,1,1486,0,Y,TA,1486,0,167000
Lvl,1976.0,2,1142,0,7,TA,113,GasA,Norm,7,2,TA,1,1935,793,Y,Gd,793,1,197900
Lvl,1994.0,2,1686,1361,8,Gd,76,GasA,Norm,8,3,Gd,1,2448,762,Y,Gd,1629,1,402000
Lvl,1968.0,1,1392,0,5,TA,0,GasA,Norm,6,2,TA,1,1392,0,Y,Fa,1392,2,110000
Lvl,1974.0,2,1181,920,6,TA,0,GasA,Norm,4,2,TA,1,1181,0,Y,Gd,1138,0,137500
Lvl,2005.0,1,2097,1721,8,Gd,267,GasA,Norm,8,3,Ex,1,2097,0,Y,Ex,2077,1,423000
Lvl,2000.0,2,1454,0,7,Gd,124,GasA,Norm,8,2,Gd,1,1936,482,Y,Gd,1406,1,230500
Lvl,1965.0,2,1465,187,7,TA,265,GasA,Norm,6,2,TA,1,2380,915,Y,Gd,1021,1,129000
Lvl,1994.0,2,1679,1138,7,TA,42,GasA,Norm,6,2,Gd,1,1679,0,Y,Gd,1408,1,193500
Bnk,1999.0,1,1437,988,6,TA,0,GasA,Norm,5,2,TA,1,1437,0,Y,TA,1188,1,168000
Lvl,1922.0,1,1180,0,5,TA,0,GasA,Norm,4,1,Fa,1,1180,0,Y,Fa,700,1,137500
Lvl,2005.0,2,738,193,7,Gd,35,GasA,Norm,6,2,Gd,1,1476,738,Y,Gd,738,0,173500
Lvl,1930.0,2,697,551,6,TA,0,GasA,Norm,6,1,TA,1,1369,672,N,TA,672,0,103600
Lvl,1977.0,1,1208,767,6,Gd,42,GasA,Norm,6,2,TA,1,1208,0,Y,Gd,1208,1,165000
Lvl,1957.0,2,1839,1186,7,TA,87,GasA,Norm,6,2,Gd,1,1839,0,Y,TA,1477,2,257500
Lvl,1965.0,1,1136,892,5,TA,0,GasA,Norm,6,1,TA,1,1136,0,Y,TA,1136,1,140000
Lvl,1978.0,2,855,311,7,TA,0,GasA,Norm,6,2,TA,1,1441,586,Y,TA,855,1,148500
Lvl,1920.0,2,1095,0,8,TA,0,GasW,Norm,4,3,TA,2,1774,679,N,TA,1095,0,87000
Lvl,1924.0,1,792,0,5,Gd,0,GasA,Norm,5,1,Gd,1,792,0,Y,TA,768,0,109500
Lvl,2008.0,2,2046,0,7,Gd,82,GasA,Norm,8,3,Gd,1,2046,0,Y,Ex,2046,1,372500
Lvl,1963.0,1,988,827,5,TA,0,GasA,Norm,5,2,TA,1,988,0,Y,TA,988,0,128500
Lvl,1980.0,2,923,543,5,TA,0,GasA,Norm,6,1,TA,1,923,0,Y,Gd,923,1,143000
Bnk,1968.0,1,848,182,6,TA,0,GasA,Norm,5,1,TA,1,1520,672,Y,TA,793,0,159434
HLS,1996.0,1,1291,1003,6,TA,0,GasA,Norm,6,2,Gd,1,1291,0,Y,Gd,1291,1,173000
Lvl,2002.0,2,1668,1059,7,Gd,45,GasA,Norm,9,3,Gd,1,1668,0,Y,Gd,1626,1,285000
Lvl,1998.0,2,1195,0,7,Gd,81,GasA,Norm,7,2,TA,1,1839,644,Y,Gd,1195,0,221000
Lvl,1984.0,2,1190,828,6,Gd,0,GasA,Norm,7,2,Gd,1,2090,900,Y,Gd,1190,1,207500
Lvl,2007.0,3,874,0,7,Gd,105,GasA,Norm,7,2,Gd,1,1761,887,Y,Gd,874,0,227875
